,comment,like,time,title_list
0,"세바시 HR 특집 강연회3 참여신청  https://bit.ly/sebasiHR3[책이벤트] 박재연 소장의 세바시 강연 소감을 댓글로 남겨주시면, 10분을 추첨해  세바시 강연자가 직접 싸인한 책을 선물로 보내드립니다 (기간 : 11월 21일-27일 / 당첨발표 :11월 28일)오타수정) 0:12 희안하게 ► 희한하게 입니다!",19,3 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
61,내가 소중한것처럼 타인도 소중하게 생각하고 대화의핵심 의미를 정확하게 파학하고 나도 아이메세지로 내마음을 잘 전달 될 수있도록  건강한 혼자말을 연습해서  대화하도록 실천하겠습니다ㆍ박재연소장님 명쾌한강의 들을수있어서 감사합니다~~,0,10 hours ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
62,"박재연 소장님 말씀을 들을 때마다 '지금 나는 어떻게 행동하고 있을까, 어떤 태도를 품고 있을까?'라는 생각을 계속 하게 되더라고요.이전부터 박재연 소장님 영상을 보고 있는데, '긍정적 재초점'을 실제로 적용해보고 노력하면서 이전과 비교해 태도가 많이 달라졌음을 느낍니다.긍정적으로 생각하려는 노력이 얼마나 큰 에너지가 되는지 알게 된 뒤로 동료들과도 이런 점들을 공유하고 전파하고 있어요!! 심리적 안전감 또한 마찬가지구요! 오늘 영상에서는 '혼잣말의 중요성'을 알려주셨는데, 속마음이 곧 태도가 되고 겉으로 드러날 수 있다는 걸 배웠습니다.",7,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
63,저도 이 강연 보고 제 혼잣말 돌아보고서 혼잣말하기를 바꿨어요!!,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
64,항상 세바시 박재연소장님꺼 꼭꼭 챙겨봅니다 어디든 적용가능하고 당장 적용가능해서 너무 좋아요  책도 궁금하네요 ,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
65,항상 감사합니다 ,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
66,박재연 소장님의 강의에는 사람을 살리는 힘이 있는것 같아요. 세바시에서 뵐수 있음이 감사합니다^^,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
67,격려 감사합니다.,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
68,정말 강연 재미나게 머리속에 박히게 잘하시네요강연속에서 많은 경험을 하신게 느껴지고 그 경험에 대해 정말 많은 생각을 해오셨던 분임을 느꼈습니다.제 자신의 왜곡된생각보다내가 바라는 이상들을 생각며 요점을 봐야겠다는 생각이 절실했습니다,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
69,"왜곡된 혼잣말을 하는 대신 제 욕구, 상대방의 욕구를 파악하는데 시간을 써야겠다는 생각이 들었습니다!건설적인 강의해주셔서 정말 감사합니다!",1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
70,우연히 알고리즘을 타고 소장님의 세바시 강연을 보게 되었습니다.정확한 발음과 손짓 표정을 보며 주의력결핍이 있음에도 불구하고 집중하여 끝까지 보게 되었네요. ,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
71,"저는 아직 직장생활을 해보지 않은 대학생이지만, 학교에서  팀플같은 것을 하게 되면 답답함에 혼자 많은 것을 떠맡은 뒤 해결한 후 제 자신이 리더쉽이 뛰어나다고 생각하고 있었습니다. 10:07을 보고나니 이런것이 진정한 리더쉽이라는 생각이 드네요...  이 강연에서 상대방의 기분이 상하지 않게 자신이 가진의도를 정확하게 잘 전달하는 방법을 알려주었지만, 이것은  동시에 자기 자신의 마인드와 멘탈에 가장 좋은 영향을 끼치는데 도움을 주는 방법이지 않을까 라는 생각이 들었습니다. 상대방을 바꾸려면 제 자신부터 바뀌어야한다는 것을 알게되는 강의였네요. 직장생활 뿐만아닌 인생에 도움이 될 강연 이렇게 무료로 공유해주셔서 감사합니다!",1,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
72,혼잣말이 어떻게 좋은 대화의 시작이 되는지 궁금했는데 강연을 뜯고 나니 가족을 포함한 나와 타인과 건강하게 관계를 맺는 법에 대해 알게 되었네요. 복잡한 현대 인간관계에 때문에 어떻게 해야할까 고민했는데 많은 도움이 되는 좋은 강연이였습니다 방법을 몰랐을 뿐 앞으로 이제 알았으니 꾸준히 연습해봐야겠네요 박재연소장님 감사합니다,1,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
73,박재연소장님 감사합니다ㅎㅎ사람들과의 소통에 대해 감정컨트롤을 명료한 해결방법을 주시는거같아요! 혼잣말로 정말 제가 무엇을 원하는지 생각을 하고 이야기를 꺼내야겠어요 엄마에게 짜증을 요즘 많이 내서 또 후회하고 반복을 하면서 내 성격은 왜 그런걸까 불효녀라고 자책하는 시간이 많았는데 돌이켜 생각해보니 엄마에게 원하는 부분이나 섭섭했던 부분을 생각도 하지않고 제 감정을 드러낸거같네요…앞으론 제 감정보단 제가 원하는 바가 무엇인지 생각해보면서 엄마나 직장에서 좋은 소통 하겠습니다️ 너무 감사드립니다!!!!,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
74,실제 직장에서 팀장 역할을 하고 있기에 강사님의 말씀과 사례가 공감이 되면서도 반성도 하게 되었습니다.나부터 의식 개선 뿐만 아니라 혼잣말을 바꾸는 것으로 시작해서 다른 사람과 공유 및 대화를 해보겠습니다.그리고 가장 중요한것은 선 조망능력과 요구와 욕구를 적절하게 표현하고 나 뿐만 아니라 남들의 생각도 공감하려는 의식이 필요하다는 것을 느꼈습니다.,5,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
75,좋은 팀장님이십니다!,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
76,"12:28 또라이 상태ㅋㅋㅋㅋ 저는 화날 때 또라이상태가 되는 게 스스로 너무 싫어서 항상 참고참았는데.. 참다가 터지니 또 또라이가 되고이 강의를 통해서 건강한 혼잣말이라는 해결방안을 알게 되었습니다. 박재연 소장님께서 너무나 현실적인 예시를 들어주시고, 너무도 적절한 대응을 알려주시네요. 이렇게 현명하신 분의 강의를 들을 수 있어서 진심으로 감사드려요.비난 대신 원하는 말을 할 수 있는 사람이 되고 싶습니다.",4,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
77,희한하게 필요한 상황에 맞게 영상이 올라와요^^  사춘기 딸둘과 아침에 한바탕을 하고 청소를 하며 매일매일 마음을 다스립니다. 이제 마음을 다스리는 그 시간에 혼잣말훈련을 해야겠어요  판단과 조정...  이런것들은 날려버리겠어요 ㅎㅎ,4,3 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
78,도움이 되셨다니 감사하네요!,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
79,박재연 소장님의 팩트솔루션으로 .... 훌륭한 대화법을 배울 수 있어서 너무 좋은 시간 보냈습니다.  많이 반성하게 되었습니다.좀더 노력하고 배려하는 연습을 해보겠습니다.  감사합니다!!,0,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
80,함께 해주셔서 감사합니다.,0,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
81,"소장님 최고에요 ㅠㅠ 감사합니다~ 오늘 강의를 듣고 관리자로 일하면서 순간 튀어나온 말에 후회하고 다짐하고 또 실수하는 악순환을 반복하는 이유를 알게되었어요 ㅠㅠ 나의 생각, 요구, 욕구를 잘 해석하고 명료화해서 혼잣말을 해야겠구나~ 또 전달해야겠구나, 마지막으로 상대방의 말도 그렇게 잘 해석해야하는구나~ 알게되었습니다. 많은 배움의 시간을 보내서 기쁘고, 또 흡입력있고 재밌는 강의를 해주신 소장님께 감사드려요 ㅎㅎ 박재연 소장님 싸인이 있는 책을 받을 수 있다면 정말 행복할 것 같아요ㅠㅠ 매일 아끼고 소중하게 읽으며 더 성장하고 싶습니다ㅎㅎ",1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
82,이런 귀한 내용을 영상으로 보고 들을수 있어서 감사합니다 사실 살아가는데 있어 더 중요한 요소들인데 그런것들을 먼저 놓치고 살아가지는 않았는지 되돌아보네요 저부터 먼저 대화하는 방식을 바꿔가야 겠습니다 감사합니다,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
83,잘 말해야 하는 이유에 대해깊이 생각해 보는 시간이었습니다^^감사합니다^^,6,3 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
84,함께 해주셔서 감사합니다.,1,3 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
85,박재연소장님 강연 감사합니다,1,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
86,나의 요구와 욕구가 잘 드러나고 상대방의 니즈도 만족시킬 수 있는 좋은 대화의 훈련방법을이해하기 쉽게 알려줘서 그런지 너무나도 인상적입니다시청하면 할수록 그 가치가 무궁무진하니 매우 만족스럽고다가오는 2024 갑진년 한 해도 나날히 번창하시기를,3,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
87,"건강한 혼잣말, 경청, 공감능력, 조망능력, 나 대화법보다 소통방법에 대해 생각한 시간이였습니다. 책사러갑니다 ㅎㅎ",1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
88,예전에 '뭘 해도 행복한 사람과 불만인 사람의 말버릇' 이란 강의 의 연장선에 있는듯 느껴집니다. 결국 긍정적 사고와 낙관적 사고의 훈련이 필요하다는 말씀처럼 들립니다. 기분이 태도가 되지 말자 라는 말처럼 나 스스로가 왜곡성을 갖고 있지 않나 생각해 봅니다. 강의 언제나 감사합니다 :D,3,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
89,네 맞습니다!!,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
90,"정말 애정하는 강사님♡ 어제 2시간을 회사에서 미친듯 당하고 정신이 혼미한 상태에서 오아시스를 만났습니다. 자기만 중요한 그 선배가, 혼자만의 잘못된 대화로 폭력적인 대화를 저에게 퍼부었네요. 한걸음 물러서서 성숙한 사람으로 대화하겠다 생각해봅니다. 위로 받는 강의에요",4,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
91,강연으로 위로해 드릴 수 있어서 다행입니다!,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
92,좋은 주제로 강의해주셔서 감사합니다. 오랜만에 집중해서 들은 강의였습니다 !!!,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
93,도움이 되셨다니 다행입니다.,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
94,중간관리자  자리가 참 힘든게 아니라 뭐라고 말해야될지...박재연소장님  강연은  그런 나(꼰대?)를 뒤돌아보게 합니다.이젠 실천이란 행동을 옮기는건 저의 몫이겠지요.감사합니다!!!,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
95,나쁜 혼잣말은 정말 어느 순간 상대방이 느끼게 되는것 같아요. 내 의도와는 다르게 갑자기 툭 튀어나어더라고요. 이 강의를 듣고 왜그랬는지 이해가 확되었어요. 앞으로는 좋은 혼잣말을 많이 해야겠네요 ㅎㅎ 좋은 강의 감사합니다.,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
96,좋은 대화의 시너지는 상호 인격적인 대화를 할때 생긴다고 합니다서로를 인격적인 대화를 함으로 나도 존중받고 상대도 존중하는 사회가 되길 바라봅니다.건강한 혼잣말을 연습하고,2,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
97,"평가, 판단, 비난, 조종, 통제...딱 제 얘기네요. 욕구와 요구를 반영한 건강한 혼잣말, 속대화 연습 자주해봐야겠네요. 그러러면 깊이 숨어있는 제 욕구가 무엇인지부터 살필 수 있어야겠어요~",2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
98,정말 좋은 영상을 무료로 듣다니 감회가 새롭네요.. 잘 들었습니다~,4,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
99,즐겁게 봐주셔서 감사합니다.,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
100,많이 공감이되네요. 저자신도  혼자말을  많이하는데 나에 대한 이야기인것같아  얼굴이 확끈거리네요. 박재연 소장님 강연 다시 듣고싶네요 좋은 말씀 감사합니다.,6,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
101,훌륭한 강의입니다 감사합니다 ^^,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
102,40이 가까워지도록 살았어도 대화가 항상 어렵다고 생각했어요 대화하는법도 배워야하는데 생각만하면서 살았네요 혼잣말도 안하는편이라 더그랬던거 같아요. 건강한 대화를 하는 그날까지 연습도 많이하고 혼잣말도 많이 해봐야겠어요^^,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
103,직장에서 어려움이 있었는데  제 자신의 소통법에   대해 돌아보는 시간이었습니다. 고맙습니다.,2,3 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
104,도움이 되셨다니 감사합니다,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
105,박재연 소장님! 들을때마다 친절하지만 날카롭게 짚어서문제점과 해결법을 함께 설명해주셔서 감사합니다 그래서 박재연소장님의 말씀은 늘 세겨듣게 됩니다^^,2,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
106,나를 통해서 남을 본다 ,1,1 day ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
107,타인과의 관계라는게 사회생활에서 많이 힘들더라구요.어떻게 설정해야 될지도 모르겠고....대화라는게 쉽지만 어려운 부분이라고 생각했는데 영상을 통해 많은 도움을 받고 갑니다.,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
108,화이팅입니다!,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
109,"제가 갈등이 두려워 맨날 회피하다가 폭발해 손해보고살았어요.,대화를 잘하는방법..진짜 저에게 필요한 것인데 이렇게들으니좋네요..",3,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
110,저도 같은입장입니다  말솜씨가 없어서  두려워서  참았더니 손해 더라고요,0,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
111,박소장님의 강연 최고에요!! 너무 훌륭하셔요!!,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
112,기다렸던  소장님 강의 !! 여러번 되새겨보려 합니다 !! 감사해요~,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
113,기다려주셔서 감사합니다!,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
114,대화방식은 부모로부터 그대로 배우게 되어있음.,3,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
115,말씀하신대로 인간관계나 대화를 이긴다vs진다라는 세계관에서 벗어나면 많은 문제들이 해결됩니다,1,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
116,와우… 어릴때부터 쭉  혼자 있을때는 혼잣말만 엄청 했는데 신기하네요ㅎㅎ,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
117,"혼잣말의 중요성!!!타인과의 의미있는 대화를 위해 앞서 하는 속말의 힘, 듣는 순간 아차 싶었어요.나를 위한 혼잣말은 좋은 말들로 위로하고 으싸 했다면 상대와의 불편함에는 내 입장만 내 생각만 하며 상대와 대화를 하다보니 해소보다 오해만 낳았구나 싶었어요. 반성합니다. 감사해욤~♡",4,3 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
118,너무 저한테 필요한 대화법이네요~ 저도 팀장님 과장님 계장님 등등 직장에서 어른들과 동료들과 대화가 너무 어렵고 공부가 필요하거든요~ 공감과 경청과 팩폭으로 상처주지 않아도 잘 전달하고 싶어요~~!!!,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
119,도움이 되셨다니 감사합니다,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
120,진짜 슬픈 건 이런 값진 강연을 봐야 하는 사람들은 보지 않음. 안 봐도 되는 사람들은 다 보고 또 자기검열함.,2,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
121,오늘 아침부터 딸아이랑 실랑이 하다 하도 기가 차서 눈물이 나네요 아들은 옷 갈아 입고 나오니 왜 이러냐고 어이 없어 하구요 이럴때 무슨 말을 해야 하는지 참 막막했어요 혼잣말 연습을 해야겠어요 오늘도 감사합니다 ~,75,3 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
122,"직장생활이든 가족 관계든 모든 인간관계에 적용해야하는 대화 방식인 것 같고, 세바시 통해서 알려주셔서 감사합니다. 지금 제게 앞으로도 제게 유레카같은 깨달음을 주신 귀한 강연이네요",2,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
123,좋은 강연 감사합니다,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
124,"나도 내가 중요하고 상대도 상대가 중요하다는 걸 요즘 많이 느낍니다 길게 말하지 않아도 상대방이 내 마음을 알아줬으면 좋겠는데 그것도 나 중심적인 혼잣말이겠죠 진실로 소통이 되는 대화를 계속 시도해야겠다는 생각이 듭니다! 그리고 뒤에서 언급하신 칼 융 심리학자의 이론이 많이 와닿습니다 나 자신을 그저 외모만 보고 어른이라 하는 게 아니라 나라는 정체성, 내가 사람들에게 베풀 수 있는 일이 무엇인가에 대해 생각해보는 것이 진짜 성숙이겠네요 좋은 강연 감사합니다!",2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
125,책 꼭 받고싶어요..회사에서 상사가 좋게 말해도 될것을 윽박을 지르더라구요..그날 하루 잘 마무리하고 담날 출근을 안했네요..같이 일하고싶지 않더라구요,1,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
126,너와나의 균형을 이루는 대화법을 해야하는것에 촛점을 맞추지 못하고 계층의 체제의 피해자 코스프레이로 남게 되고 상대는 괴롭히고..제대로된 혼잣말을 연습해야함을...자각하게 되고..과연 자기를 소중히 여기는 길이 없는지 돌아보게 됩니다.진심이 통하는 소통...마음을 나누는 소통..,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
127,"남의 마음을 알아주고 읽어주는 노력을 하고있습니다... 그런대 그 상대방은 노력은 커녕, 노력하려는 나를 이용하려고해서 현실적으로 이게맞나? 눈물을 글썽일때가 많았습니다.  그런대 오늘 강연에서 박재연소장님의 말씀을 듣고 다해결된 기분입니다. ""잘 들어준다는 것은 제대로 해석을 하라는 것이지, 결코 지는 것이 아닙니다.""그사람에게 지는 게 아니라 해석을 제대로 한다고 생각하며, 소통을 해보겠습니다.",4,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
128,대화에 지고 이기고 보다는 해석을 잘 하는 것이 더 중요한거죠~~,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
129,"내가 항상 피해자, 내가 항상 손해, 너가 나한테 손해 <- 나는 항상 옳고, 난 중요하고,넌 별 관심없는 생각의 구조에서 기인한 것 1. 상대를 판단할 수 밖에2. 상대를 비난할 수 밖에",4,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
130,강의를 듣고 건강한 혼잣말에 대해 인식하게 되었습니다. 나도 모르는 혼잣말에 대해 생각해보고 나름 내 내면과 대화방식에 대해 돌이켜보는 시간이 되었습니다. 건강한 혼잣말 연습은 어떻게 하는지 잘 모르겠네요. 혹시 책에 나와있는건가요?,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
131,좋은 이야기 잘 듣고 갑니다,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
132,잘 들어주셔서 감사합니다,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
133,"상대의 소중함과 입장까지 생각하는거 참 쉽지 않죠ㅜ 사실..그런 기본을 갖춘 사람들만이 사는 세상이라면 그 어떤 다툼과 분쟁도 없을꺼예요ㅜ그럼에도 불구하고..역지사지는 참 중요한 키워드고 좋은 시너지를 내지요 공감합니다하지만 박재연 소장님이 말씀하시는 이상적인, 인격적인 사회가 가능할까..생각해 봅니다오히려 인격적이고 이쁘게 말하면 더 만만히 보고  우습게 여기는 타인들의 태도를 보기도 합니다 어린 애들조차도 좋게 말하면 듣질 않고 가볍게 무시해버리죠",4,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
